Vehicle ID,Charger ID,Local Connect Time,Local Disconnect Time,Local Charge Start Time,Local Charge E/Time,Average Power,Max Power,Total Energy Delivered,Starting SOC,Ending SOC
EV030,CH007-CH008,,,7/8/2018 17:36,7/8/2018 17:42,302.168,356.72,20.942,72,99.5
EV030,CH007-CH008,,,7/8/2018 16:40,7/8/2018 16:51,235.041,351.16,33.305,54.5,100
EV030,CH007-CH008,,,7/8/2018 15:37,7/8/2018 15:45,231.23,349.38,26.235,62,100
EV030,CH007-CH008,,,7/8/2018 14:33,7/8/2018 14:41,205.312,369.02,27.477,60,99.5
EV030,CH007-CH008,,,7/8/2018 13:34,7/8/2018 13:41,214.46,290.74,26.338,62,100
EV030,CH007-CH008,,,7/8/2018 12:29,7/8/2018 12:35,255.196,358.74,24.037,64.5,100
EV030,CH007-CH008,,,7/8/2018 11:32,7/8/2018 11:40,200.379,373.42,27.493,61,100
EV030,CH007-CH008,,,7/8/2018 10:30,7/8/2018 10:36,221.935,355.04,22.727,66.5,100
EV030,CH007-CH008,,,7/8/2018 9:34,7/8/2018 9:40,312.095,378.96,24.488,64.5,100
EV030,CH007-CH008,,,7/8/2018 8:29,7/8/2018 8:36,325.003,374.02,32.168,54.5,96.5
EV030,CH007-CH008,,,7/7/2018 18:37,7/7/2018 18:44,217.378,370.36,25.306,63,100
EV030,CH007-CH008,,,7/7/2018 17:36,7/7/2018 17:44,337.898,363.48,29.553,57.5,100
EV030,CH007-CH008,,,7/7/2018 16:38,7/7/2018 16:45,307.967,368.22,28.237,59,99.5
EV030,CH007-CH008,,,7/7/2018 15:38,7/7/2018 15:48,321.957,367.72,33.91,54,99.5
EV030,CH007-CH008,,,7/7/2018 14:36,7/7/2018 14:42,231.931,359.74,21.333,71.5,99.5
EV030,CH007-CH008,,,7/7/2018 13:37,7/7/2018 13:46,305.115,354.24,32.39,55,98.5
EV030,CH007-CH008,,,7/7/2018 12:30,7/7/2018 12:35,299.805,372.76,21.405,71.5,100
EV030,CH007-CH008,,,7/7/2018 11:33,7/7/2018 11:42,274.021,344.24,30.785,57,100
EV030,CH007-CH008,,,7/7/2018 10:31,7/7/2018 10:37,291.758,356.72,25.117,64,100
EV030,CH007-CH008,,,7/7/2018 9:30,7/7/2018 9:35,307.426,368.3,19.946,73.5,100
EV030,CH007-CH008,,,7/7/2018 8:26,7/7/2018 8:34,316.736,380.06,34.9,53,99
EV030,CH007-CH008,,,7/2/2018 19:21,7/2/2018 19:29,252.302,329.1,28.525,59.5,100
EV030,CH007-CH008,,,7/2/2018 18:10,7/2/2018 18:17,294.81,321.74,26.023,62.5,100
EV030,CH007-CH008,,,7/2/2018 17:19,7/2/2018 17:27,283.717,375.88,30.72,56.5,100
EV030,CH007-CH008,,,7/2/2018 16:18,7/2/2018 16:29,242.773,269.36,32.09,56,100
EV030,CH007-CH008,,,7/2/2018 15:16,7/2/2018 15:24,302.215,362.76,28.517,59,99
EV030,CH007-CH008,,,7/2/2018 14:09,7/2/2018 14:19,286.119,348.02,33.283,55,100
EV030,CH007-CH008,,,7/2/2018 13:05,7/2/2018 13:12,277.266,337.02,28.361,58,97.5
EV030,CH007-CH008,,,7/2/2018 12:06,7/2/2018 12:13,257.634,369.2,31.285,56,97.5
EV030,CH007-CH008,,,7/2/2018 11:10,7/2/2018 11:15,270.178,371.18,22.328,64.5,96.5
EV030,CH007-CH008,,,7/2/2018 10:07,7/2/2018 10:16,212.766,271.38,28.394,59,98.5
EV030,CH007-CH008,,,7/2/2018 9:12,7/2/2018 9:20,230.763,289.94,28.13,55.5,92
EV030,CH007-CH008,,,7/2/2018 8:15,7/2/2018 8:21,231.363,261.24,22.537,57.5,88
EV030,CH007-CH008,,,7/2/2018 7:11,7/2/2018 7:17,316.423,359.56,30.337,51,91
EV030,CH007-CH008,,,7/2/2018 6:26,7/2/2018 6:31,323.728,363.66,29.663,47.5,86.5
EV030,CH007-CH008,,,6/30/2018 18:11,6/30/2018 18:19,295.418,351.08,27.389,60.5,99
EV030,CH007-CH008,,,6/30/2018 17:08,6/30/2018 17:15,304.482,368.62,24.313,64.5,99.5
EV030,CH007-CH008,,,6/30/2018 16:03,6/30/2018 16:12,320.293,356.98,33.689,54.5,100
EV030,CH007-CH008,,,6/30/2018 15:07,6/30/2018 15:13,238.779,341.12,22.377,66,98.5
EV030,CH007-CH008,,,6/30/2018 14:06,6/30/2018 14:15,224.776,361.56,30.402,57,100
EV030,CH007-CH008,,,6/30/2018 13:05,6/30/2018 13:12,215.131,291.68,25.249,63,100
EV030,CH007-CH008,,,6/30/2018 12:00,6/30/2018 12:09,322.319,362.06,31.22,56.5,99
EV030,CH007-CH008,,,6/30/2018 11:00,6/30/2018 11:07,276.465,369.1,27.557,58.5,96.5
EV030,CH007-CH008,,,6/30/2018 10:01,6/30/2018 10:08,294.948,368.72,29.025,55.5,93.5
EV030,CH007-CH008,,,6/30/2018 8:53,6/30/2018 9:02,-9.451,-8.92,39.548,47,100
EV030,CH007-CH008,,,6/28/2018 18:33,6/28/2018 18:37,242.521,362.04,15.828,73.5,98
EV030,CH007-CH008,,,6/28/2018 17:33,6/28/2018 17:40,103.525,276.96,25.355,63,100
EV030,CH007-CH008,,,6/28/2018 16:23,6/28/2018 16:33,257.455,345.64,30.59,57,100
EV030,CH007-CH008,,,6/28/2018 15:26,6/28/2018 15:33,295.845,340.7,25.547,63,100
EV030,CH007-CH008,,,6/28/2018 14:27,6/28/2018 14:35,306.414,353.04,32.862,55,98
EV030,CH007-CH008,,,6/28/2018 13:28,6/28/2018 13:34,286.193,362.52,23.749,65,100
EV030,CH007-CH008,,,6/28/2018 12:28,6/28/2018 12:36,245.655,353.86,31.047,56.5,98.5
EV030,CH007-CH008,,,6/28/2018 11:27,6/28/2018 11:32,322.917,361.52,23.139,65,97.5
EV030,CH007-CH008,,,6/28/2018 10:26,6/28/2018 10:32,314.869,374.04,22.193,67.5,100
EV030,CH007-CH008,,,6/28/2018 9:29,6/28/2018 9:35,253.432,352.2,24.178,65,100
EV030,CH007-CH008,,,6/28/2018 8:26,6/28/2018 8:32,279.822,329.4,19.983,73.5,100
EV030,CH007-CH008,,,6/28/2018 7:28,6/28/2018 7:36,249.912,368.1,32.147,56,97.5
EV030,CH007-CH008,,,6/28/2018 6:30,6/28/2018 6:34,254.75,343.42,21.564,56,85
EV030,CH007-CH008,,,6/27/2018 17:51,6/27/2018 17:59,242.389,300.84,32.292,52.5,95.5
EV030,CH007-CH008,,,6/27/2018 16:46,6/27/2018 16:59,266.809,360.5,56.411,22,99.5
EV030,CH007-CH008,,,6/27/2018 14:45,6/27/2018 14:54,325.83,369.28,31.972,56,100
EV030,CH007-CH008,,,6/27/2018 13:46,6/27/2018 13:54,309.23,346,35.012,51.5,98
EV030,CH007-CH008,,,6/27/2018 12:45,6/27/2018 12:52,213.943,365.84,23.194,65.5,99
EV030,CH007-CH008,,,6/27/2018 11:44,6/27/2018 11:51,291.165,357.88,27.882,58.5,97
EV030,CH007-CH008,,,6/27/2018 10:47,6/27/2018 10:53,229.817,333.66,24.021,64.5,98
EV030,CH007-CH008,,,6/27/2018 9:44,6/27/2018 9:51,267.856,374.6,25.339,63.5,100
EV030,CH007-CH008,,,6/27/2018 8:44,6/27/2018 8:49,214.996,263.62,19.347,74,100
EV030,CH007-CH008,,,6/27/2018 7:45,6/27/2018 7:54,225.264,360.76,29.293,59.5,100
EV030,CH007-CH008,,,6/27/2018 6:47,6/27/2018 6:52,309.215,373.92,22.286,67.5,99.5
EV030,CH007-CH008,,,6/27/2018 5:54,6/27/2018 5:58,29.479,196.02,10.635,85,100
EV030,CH007-CH008,,,6/26/2018 14:19,6/26/2018 14:21,73.015,264.18,2.768,95.5,99.5
EV030,CH007-CH008,,,6/26/2018 14:06,6/26/2018 14:09,154.503,291.44,10.994,84,98.5
EV030,CH007-CH008,,,6/26/2018 8:49,6/26/2018 8:54,334.126,365.56,20.787,72.5,100
EV030,CH007-CH008,,,6/26/2018 7:52,6/26/2018 7:59,236.868,343.02,24.588,65,100
EV030,CH007-CH008,,,6/26/2018 6:47,6/26/2018 6:53,320.362,371.5,23.506,66.5,100
EV030,CH007-CH008,,,6/26/2018 5:54,6/26/2018 5:59,27.955,231.86,20.49,68.5,97.5
EV030,CH007-CH008,,,6/22/2018 19:20,6/22/2018 19:30,189.874,365.46,33.134,55,100
EV030,CH007-CH008,,,6/22/2018 18:12,6/22/2018 18:23,246.119,279.06,36.08,50,99.5
EV030,CH007-CH008,,,6/22/2018 17:07,6/22/2018 17:16,299.747,343.54,39.006,45,98
EV030,CH007-CH008,,,6/22/2018 16:09,6/22/2018 16:16,277.396,353.52,33.856,41,87
EV030,CH007-CH008,,,6/22/2018 15:16,6/22/2018 15:20,262.874,360.14,14.861,54,75
EV030,CH007-CH008,,,6/22/2018 14:02,6/22/2018 14:12,218.293,316.68,31.165,56.5,100
EV030,CH007-CH008,,,6/22/2018 13:02,6/22/2018 13:11,256.02,335.76,37.13,48,98
EV030,CH007-CH008,,,6/22/2018 12:08,6/22/2018 12:11,268.788,326.4,18.681,57,83.5
EV030,CH007-CH008,,,6/22/2018 11:09,6/22/2018 11:20,265.132,294.9,35.606,52,100
EV030,CH007-CH008,,,6/22/2018 10:06,6/22/2018 10:12,255.158,318.9,20.974,72,100
EV030,CH007-CH008,,,6/22/2018 9:07,6/22/2018 9:17,207.589,371.82,32.631,56,100
EV030,CH007-CH008,,,6/22/2018 8:13,6/22/2018 8:17,313.643,365.64,19.33,73,98
EV030,CH007-CH008,,,6/22/2018 7:10,6/22/2018 7:17,229.869,249.68,22.624,67,99
EV030,CH007-CH008,,,6/22/2018 6:14,6/22/2018 6:19,55.911,264.24,22.414,61.5,92.5
EV030,CH007-CH008,,,6/21/2018 19:19,6/21/2018 19:29,131.392,245.66,34.37,53,100
EV030,CH007-CH008,,,6/21/2018 18:13,6/21/2018 18:26,254.925,329.56,47.716,34.5,99.5
EV030,CH007-CH008,,,6/21/2018 17:09,6/21/2018 17:17,262.104,317.14,35.717,30,79
EV030,CH007-CH008,,,6/21/2018 16:12,6/21/2018 16:19,232.12,299.08,32.301,30.5,75
EV030,CH007-CH008,,,6/21/2018 15:19,6/21/2018 15:23,166.637,234.02,18.205,50,75.5
EV030,CH007-CH008,,,6/21/2018 14:03,6/21/2018 14:13,307.578,342.92,48.101,34,99.5
EV030,CH007-CH008,,,6/21/2018 13:08,6/21/2018 13:13,111.224,325.96,26.54,40,77
EV030,CH007-CH008,,,6/21/2018 12:18,6/21/2018 12:22,222.465,267.34,18.951,52.5,78.5
EV030,CH007-CH008,,,6/21/2018 11:18,6/21/2018 11:23,299.875,361.52,23.794,55.5,87
EV030,CH007-CH008,,,6/21/2018 10:10,6/21/2018 10:17,256.384,288.14,30.36,53.5,93.5
EV030,CH007-CH008,,,6/21/2018 9:14,6/21/2018 9:20,327.774,372.48,30.692,52,92
EV030,CH007-CH008,,,6/21/2018 8:14,6/21/2018 8:16,38.58,159.6,10.696,73,87
EV030,CH007-CH008,,,6/21/2018 7:12,6/21/2018 7:16,321.771,375.18,18.923,75,100
EV030,CH007-CH008,,,6/21/2018 6:12,6/21/2018 6:20,205.081,238.24,25.381,63,100
EV030,CH007-CH008,,,6/20/2018 17:50,6/20/2018 17:56,330.969,356.22,28.921,57.5,98
EV030,CH007-CH008,,,6/20/2018 16:46,6/20/2018 16:57,178.494,330.76,32.554,55,100
EV030,CH007-CH008,,,6/20/2018 15:49,6/20/2018 15:57,247.049,311.02,31.228,54,95
EV030,CH007-CH008,,,6/20/2018 14:46,6/20/2018 14:52,264.14,315.26,28.398,55.5,93
EV030,CH007-CH008,,,6/20/2018 13:47,6/20/2018 13:53,278.583,370.18,27.72,55.5,92.5
EV030,CH007-CH008,,,6/20/2018 12:43,6/20/2018 12:51,110.808,267.78,28.351,59.5,98.5
EV030,CH007-CH008,,,6/20/2018 11:46,6/20/2018 11:51,261.56,379.36,23.984,63.5,97.5
EV030,CH007-CH008,,,6/20/2018 10:46,6/20/2018 10:52,214.974,349.14,20.998,72,100
EV030,CH007-CH008,,,6/20/2018 9:45,6/20/2018 9:51,278.939,325.8,22.939,65.5,99
EV030,CH007-CH008,,,6/20/2018 8:43,6/20/2018 8:49,250.714,295.46,21.148,71.5,100
EV030,CH007-CH008,,,6/20/2018 7:45,6/20/2018 7:50,256.232,340.82,21.33,71.5,100
EV030,CH007-CH008,,,6/20/2018 6:48,6/20/2018 6:53,248.321,357.48,22.666,67,99
EV030,CH007-CH008,,,6/20/2018 5:54,6/20/2018 5:58,241.991,361,17.901,76,100
EV030,CH007-CH008,,,6/15/2018 19:19,6/15/2018 19:28,229.938,356.36,29.647,58,100
EV030,CH007-CH008,,,6/15/2018 18:14,6/15/2018 18:24,276.002,364.78,30.871,57,100
EV030,CH007-CH008,,,6/15/2018 16:51,6/15/2018 17:07,253.986,323.42,52.708,29.5,99
EV030,CH007-CH008,,,6/15/2018 15:16,6/15/2018 15:20,249.402,328.44,16.305,52.5,75
EV030,CH007-CH008,,,6/15/2018 14:07,6/15/2018 14:16,281.642,370.06,41.889,42,99
EV030,CH007-CH008,,,6/15/2018 13:08,6/15/2018 13:12,231.558,277.88,15.702,56,78.5
EV030,CH007-CH008,,,6/15/2018 12:09,6/15/2018 12:17,264.335,351.46,30.258,56.5,97.5
EV030,CH007-CH008,,,6/15/2018 11:02,6/15/2018 11:10,294.757,370.82,24.691,64,100
EV030,CH007-CH008,,,6/15/2018 10:03,6/15/2018 10:08,287.928,376.7,21.27,71.5,100
EV030,CH007-CH008,,,6/15/2018 9:03,6/15/2018 9:09,250.18,277.06,21.707,67.5,100
EV030,CH007-CH008,,,6/15/2018 8:08,6/15/2018 8:14,299.245,374.9,21.872,68,100
EV030,CH007-CH008,,,6/15/2018 7:09,6/15/2018 7:13,238.452,363.62,15.73,79,100
EV030,CH007-CH008,,,6/15/2018 6:16,6/15/2018 6:27,204.782,353.54,32.804,56,100
EV030,CH007-CH008,,,6/14/2018 11:27,6/14/2018 11:36,308.459,360.5,34.713,53,100
EV030,CH007-CH008,,,6/14/2018 10:32,6/14/2018 10:37,254.676,355.28,24.183,56,88.5
EV030,CH007-CH008,,,6/14/2018 9:25,6/14/2018 9:32,333.558,371.76,26.766,61.5,99
EV030,CH007-CH008,,,6/14/2018 8:27,6/14/2018 8:33,284.781,355.94,26.79,59,96.5
EV030,CH007-CH008,,,6/14/2018 7:24,6/14/2018 7:30,239.845,378.6,24.133,65,100
EV030,CH007-CH008,,,6/14/2018 6:26,6/14/2018 6:34,262.489,335.12,34.28,52.5,97.5
EV030,CH007-CH008,,,6/13/2018 17:50,6/13/2018 17:59,226.822,258.36,26.18,61.5,99.5
EV030,CH007-CH008,,,6/13/2018 16:56,6/13/2018 17:04,248.246,361.96,32.697,55,98
EV030,CH007-CH008,,,6/13/2018 15:46,6/13/2018 15:56,260.388,347.72,31.371,56,99.5
EV030,CH007-CH008,,,6/13/2018 14:44,6/13/2018 14:53,83.551,262,30.829,56.5,98.5
EV030,CH007-CH008,,,6/13/2018 13:47,6/13/2018 13:55,285.872,332.12,33.024,51.5,95.5
EV030,CH007-CH008,,,6/13/2018 12:49,6/13/2018 12:54,254.16,333.9,23.148,61,94
EV030,CH007-CH008,,,6/13/2018 11:45,6/13/2018 11:53,200.994,348.58,27.728,60.5,100
EV030,CH007-CH008,,,6/13/2018 10:48,6/13/2018 10:54,283.884,343.06,20.539,72.5,100
EV030,CH007-CH008,,,6/13/2018 9:44,6/13/2018 9:53,300.184,355.66,28.59,59.5,100
EV030,CH007-CH008,,,6/13/2018 8:45,6/13/2018 8:50,287.099,359.2,20.516,72.5,100
EV030,CH007-CH008,,,6/13/2018 7:46,6/13/2018 7:54,223.487,344.1,25.275,63.5,100
EV030,CH007-CH008,,,6/13/2018 6:47,6/13/2018 6:51,319.481,362.98,23.165,63.5,96
EV030,CH007-CH008,,,6/13/2018 5:58,6/13/2018 6:00,241.884,367.94,7.159,89,99
EV030,CH007-CH008,,,6/11/2018 17:49,6/11/2018 17:59,249.32,307.14,30.445,57,100
EV030,CH007-CH008,,,6/11/2018 16:46,6/11/2018 16:54,260.599,368.74,28.26,59.5,100
EV030,CH007-CH008,,,6/11/2018 15:48,6/11/2018 15:57,242.365,367.44,35.91,51,98.5
EV030,CH007-CH008,,,6/11/2018 14:48,6/11/2018 14:54,263.897,297.24,26.566,53,88
EV030,CH007-CH008,,,6/11/2018 13:48,6/11/2018 13:53,313.503,362.38,29.62,51.5,90.5
EV030,CH007-CH008,,,6/11/2018 12:48,6/11/2018 12:53,315.581,376.78,21.205,62.5,92.5
EV030,CH007-CH008,,,6/11/2018 11:49,6/11/2018 11:56,253.793,329.2,28.9,56.5,95
EV030,CH007-CH008,,,6/11/2018 10:49,6/11/2018 10:53,278.43,334.78,19.021,64.5,91.5
EV030,CH007-CH008,,,6/11/2018 9:59,6/11/2018 10:05,286.25,346.9,23.53,64,97
EV030,CH007-CH008,,,6/11/2018 9:07,6/11/2018 9:14,193.626,315.74,23.099,62,94.5
EV030,CH007-CH008,,,6/11/2018 7:46,6/11/2018 7:53,265.605,308.48,26.866,55,90
EV030,CH007-CH008,,,6/11/2018 6:47,6/11/2018 6:51,219.322,306.92,20.772,62.5,91.5
EV030,CH007-CH008,,,6/11/2018 5:55,6/11/2018 5:57,249.789,334.84,10.619,82.5,97
EV030,CH007-CH008,,,6/6/2018 19:19,6/6/2018 19:27,296.341,345.78,27.623,60.5,100
EV030,CH007-CH008,,,6/6/2018 18:12,6/6/2018 18:22,270.297,338.84,37.761,47.5,99.5
EV030,CH007-CH008,,,6/6/2018 17:10,6/6/2018 17:17,266.737,299.28,32.114,44,87.5
EV030,CH007-CH008,,,6/6/2018 16:14,6/6/2018 16:19,163.439,296.68,22.294,49,80
EV030,CH007-CH008,,,6/6/2018 15:16,6/6/2018 15:20,290.232,352.62,19.781,55.5,82.5
EV030,CH007-CH008,,,6/6/2018 14:06,6/6/2018 14:16,261.111,310.48,34.049,54,100
EV030,CH007-CH008,,,6/6/2018 13:05,6/6/2018 13:11,280.399,351.08,27.108,59.5,97.5
EV030,CH007-CH008,,,6/6/2018 12:03,6/6/2018 12:12,251.111,287.56,32.137,55.5,98
EV030,CH007-CH008,,,6/6/2018 11:11,6/6/2018 11:15,314.686,366.16,22.02,64.5,96
EV030,CH007-CH008,,,6/6/2018 10:03,6/6/2018 10:08,283.53,359.34,21.137,72,100
EV030,CH007-CH008,,,6/6/2018 9:04,6/6/2018 9:10,270.106,355.38,20.733,72.5,100
EV030,CH007-CH008,,,6/6/2018 8:12,6/6/2018 8:17,236.888,316.28,20.923,72,99
EV030,CH007-CH008,,,6/6/2018 7:12,6/6/2018 7:19,249.836,321.1,27.877,57,95
EV030,CH007-CH008,,,6/6/2018 6:14,6/6/2018 6:18,54.537,317,18.551,71.5,95.5
EV030,CH007-CH008,,,6/5/2018 17:50,6/5/2018 17:59,290.027,376.88,30.579,57,100
EV030,CH007-CH008,,,6/5/2018 16:44,6/5/2018 16:51,184.088,269.28,23.097,65.5,100
EV030,CH007-CH008,,,6/5/2018 15:48,6/5/2018 15:57,216.116,301.88,31.773,55,97
EV030,CH007-CH008,,,6/5/2018 14:46,6/5/2018 14:51,280.524,349.96,26.351,54,88.5
EV030,CH007-CH008,,,6/5/2018 13:49,6/5/2018 13:55,287.081,326.7,29.624,54,93
EV030,CH007-CH008,,,6/5/2018 12:54,6/5/2018 12:58,297.209,338.4,21.57,61.5,92
EV030,CH007-CH008,,,6/5/2018 11:58,6/5/2018 12:06,235.289,330.16,30.548,56.5,97
EV030,CH007-CH008,,,6/5/2018 10:47,6/5/2018 10:54,212.311,328.94,25.479,63.5,100
EV030,CH007-CH008,,,6/5/2018 9:48,6/5/2018 9:53,229.783,329.06,21.152,71.5,100
EV030,CH007-CH008,,,6/5/2018 8:48,6/5/2018 8:55,219.174,333.88,27.583,61,100
EV030,CH007-CH008,,,6/5/2018 7:49,6/5/2018 7:54,312.198,357.62,21.789,71,100
EV030,CH007-CH008,,,6/5/2018 6:51,6/5/2018 6:59,165.958,335.3,30.808,57.5,99
EV030,CH007-CH008,,,6/5/2018 5:58,6/5/2018 6:03,152.355,330.24,13.034,82,100
EV030,CH007-CH008,,,6/3/2018 18:54,6/3/2018 19:00,275.108,343.98,23.983,64,99.5
EV030,CH007-CH008,,,6/3/2018 18:09,6/3/2018 18:16,247.467,367.56,24.905,63,99.5
EV030,CH007-CH008,,,6/3/2018 17:10,6/3/2018 17:17,296.108,377.32,28.471,58.5,98
EV030,CH007-CH008,,,6/3/2018 16:06,6/3/2018 16:13,240.808,376.3,24.874,64,100
EV030,CH007-CH008,,,6/3/2018 15:07,6/3/2018 15:15,273.189,377.9,32.121,55,97.5
EV030,CH007-CH008,,,6/3/2018 14:05,6/3/2018 14:13,161.137,356.68,24.371,60.5,94
EV030,CH007-CH008,,,6/3/2018 13:01,6/3/2018 13:09,207.316,321.54,26.101,62.5,100
EV030,CH007-CH008,,,6/3/2018 11:59,6/3/2018 12:06,250.887,291.2,24.517,64,100
EV030,CH007-CH008,,,6/3/2018 11:01,6/3/2018 11:09,291.406,371.12,26.533,62,100
EV030,CH007-CH008,,,6/3/2018 10:02,6/3/2018 10:08,267.837,344.28,23.525,65.5,100
EV030,CH007-CH008,,,6/3/2018 9:01,6/3/2018 9:10,293.482,344.4,36.034,52,99.5
EV030,CH007-CH008,,,6/1/2018 19:20,6/1/2018 19:25,281.739,370.26,17.649,76,100
EV030,CH007-CH008,,,6/1/2018 18:16,6/1/2018 18:25,229.422,368.96,35.089,52.5,100
EV030,CH007-CH008,,,6/1/2018 17:18,6/1/2018 17:23,274.895,350.46,25.659,53,87
EV030,CH007-CH008,,,6/1/2018 16:13,6/1/2018 16:21,326.399,359.92,40.141,44,98
EV030,CH007-CH008,,,6/1/2018 15:18,6/1/2018 15:21,-9.302,-9.04,12.406,59.5,78.5
EV030,CH007-CH008,,,6/1/2018 14:06,6/1/2018 14:15,197.256,306.88,28.88,59,100
EV030,CH007-CH008,,,6/1/2018 13:07,6/1/2018 13:13,275.023,329.98,24.097,62.5,96.5
EV030,CH007-CH008,,,6/1/2018 12:04,6/1/2018 12:11,259.254,308.52,25.671,62,98
EV030,CH007-CH008,,,6/1/2018 11:05,6/1/2018 11:12,244.742,310.14,26.175,60,97
EV030,CH007-CH008,,,6/1/2018 10:03,6/1/2018 10:09,251.477,311.88,22.008,67,100
EV030,CH007-CH008,,,6/1/2018 9:03,6/1/2018 9:12,279.694,326.68,29.202,59,100
EV030,CH007-CH008,,,6/1/2018 8:08,6/1/2018 8:15,222.877,321.04,27.043,60,98
EV030,CH007-CH008,,,6/1/2018 7:06,6/1/2018 7:14,234.447,347.92,28.112,58.5,97.5
EV030,CH007-CH008,,,6/1/2018 6:09,6/1/2018 6:18,258.697,331.62,31.161,54.5,95
EV030,CH007-CH008,,,5/31/2018 17:55,5/31/2018 17:59,201.4,317.18,13.817,81,100
EV030,CH007-CH008,,,5/31/2018 16:48,5/31/2018 16:55,249.742,361.48,29.9,55.5,94.5
EV030,CH007-CH008,,,5/31/2018 15:52,5/31/2018 15:55,304.011,350.14,12.435,65,84
EV030,CH007-CH008,,,5/31/2018 12:50,5/31/2018 12:52,213.553,250.56,7.506,89,100
EV030,CH007-CH008,,,5/31/2018 9:50,5/31/2018 9:50,22.386,36.84,0.064,99.5,100
EV030,CH007-CH008,,,5/31/2018 8:45,5/31/2018 8:50,285.459,328,19.374,64.5,92
EV030,CH007-CH008,,,5/29/2018 12:10,5/29/2018 12:12,302.168,313.58,8.05,79,88.5
EV030,CH007-CH008,,,5/29/2018 11:07,5/29/2018 11:10,227.159,333.4,12.935,53,71
EV030,CH007-CH008,,,5/26/2018 13:10,5/26/2018 13:11,63.127,116.98,1.85,,100
EV030,CH007-CH008,,,5/25/2018 17:15,5/25/2018 17:20,216.792,255.34,17.94,52,77
EV030,CH007-CH008,,,5/25/2018 15:20,5/25/2018 15:23,247.076,287.64,11.862,67,85
EV030,CH007-CH008,,,5/25/2018 13:10,5/25/2018 13:13,191.919,199.64,7.229,89.5,100
EV030,CH007-CH008,,,5/25/2018 11:05,5/25/2018 11:10,254.859,315.42,18.253,75.5,100
EV030,CH007-CH008,,,5/25/2018 7:08,5/25/2018 7:10,195.561,233.14,6.656,52,60.5
EV030,CH007-CH008,,,5/25/2018 6:12,5/25/2018 6:15,53.736,222.5,8.4,56.5,67.5
EV030,CH007-CH008,,,5/24/2018 15:55,5/24/2018 15:58,125.913,180.72,5.919,90,98
EV030,CH007-CH008,,,5/24/2018 6:45,5/24/2018 6:46,108.807,236.76,3.133,,100
EV030,CH007-CH008,,,5/23/2018 11:46,5/23/2018 11:50,244.68,329.54,17.078,56.5,81
EV030,CH007-CH008,,,5/21/2018 19:20,5/21/2018 19:25,255.007,316.74,21.765,,97
EV030,CH007-CH008,,,5/21/2018 7:15,5/21/2018 7:17,182.112,215.72,5.677,,95
EV030,CH007-CH008,,,5/20/2018 10:40,5/20/2018 10:42,115.586,208.96,3.73,94.5,100
EV030,CH007-CH008,,,5/20/2018 9:27,5/20/2018 9:33,236.286,327.64,18.609,75,100
EV030,CH007-CH008,,,5/18/2018 18:45,5/18/2018 18:49,154.859,336.08,8.216,88,100
EV030,CH007-CH008,,,5/18/2018 13:26,5/18/2018 13:30,165.558,279.22,16.581,64,88
